Date,open,high,low,close,adjclose,volume,ingested_at_utc
2019-02-08,4475.0,4525.0,4462.5,4487.5,3203.506103515625,25850600,2026-06-14 06:09:18.130657+00:00
2019-02-11,4475.0,4525.0,4450.0,4525.0,3230.276123046875,29542600,2026-06-14 06:09:18.130657+00:00
2019-02-12,4525.0,4537.5,4450.0,4450.0,3176.7353515625,25694400,2026-06-14 06:09:18.130657+00:00
2019-02-13,4425.0,4450.0,4325.0,4325.0,3087.50146484375,57993000,2026-06-14 06:09:18.130657+00:00
2019-02-14,4325.0,4437.5,4325.0,4387.5,3132.118408203125,34647200,2026-06-14 06:09:18.130657+00:00
2019-02-15,4387.5,4387.5,4350.0,4387.5,3132.118408203125,25669400,2026-06-14 06:09:18.130657+00:00
2019-02-18,4400.0,4525.0,4400.0,4487.5,3203.506103515625,32794600,2026-06-14 06:09:18.130657+00:00
2019-02-19,4487.5,4512.5,4412.5,4437.5,3167.812744140625,17644000,2026-06-14 06:09:18.130657+00:00
2019-02-20,4450.0,4450.0,4350.0,4412.5,3149.96533203125,30538000,2026-06-14 06:09:18.130657+00:00
2019-02-21,4450.0,4475.0,4387.5,4462.5,3185.65869140625,26466400,2026-06-14 06:09:18.130657+00:00
2019-02-22,4450.0,4450.0,4325.0,4362.5,3114.271240234375,59643400,2026-06-14 06:09:18.130657+00:00
2019-02-25,4387.5,4425.0,4362.5,4400.0,3141.0419921875,31297800,2026-06-14 06:09:18.130657+00:00
2019-02-26,4400.0,4437.5,4350.0,4425.0,3158.88916015625,32625400,2026-06-14 06:09:18.130657+00:00
2019-02-27,4375.0,4462.5,4362.5,4425.0,3158.88916015625,19073600,2026-06-14 06:09:18.130657+00:00
2019-02-28,4462.5,4462.5,4362.5,4400.0,3141.0419921875,33411200,2026-06-14 06:09:18.130657+00:00
2019-03-01,4412.5,4487.5,4400.0,4487.5,3203.506103515625,26656800,2026-06-14 06:09:18.130657+00:00
2019-03-04,4450.0,4500.0,4437.5,4475.0,3194.58251953125,28548200,2026-06-14 06:09:18.130657+00:00
2019-03-05,4462.5,4462.5,4362.5,4400.0,3141.0419921875,28743600,2026-06-14 06:09:18.130657+00:00
2019-03-06,4375.0,4437.5,4375.0,4400.0,3141.0419921875,23339600,2026-06-14 06:09:18.130657+00:00
2019-03-07,4400.0,4400.0,4400.0,4400.0,3141.0419921875,0,2026-06-14 06:09:18.130657+00:00
2019-03-08,4375.0,4387.5,4337.5,4337.5,3096.42529296875,37957000,2026-06-14 06:09:18.130657+00:00
2019-03-11,4400.0,4400.0,4337.5,4337.5,3096.42529296875,14711800,2026-06-14 06:09:18.130657+00:00
2019-03-12,4325.0,4362.5,4300.0,4337.5,3096.42529296875,20181600,2026-06-14 06:09:18.130657+00:00
2019-03-13,4287.5,4337.5,4262.5,4300.0,3069.655029296875,32738800,2026-06-14 06:09:18.130657+00:00
2019-03-14,4362.5,4412.5,4337.5,4412.5,3149.96533203125,13382000,2026-06-14 06:09:18.130657+00:00
2019-03-15,4462.5,4562.5,4450.0,4537.5,3239.199951171875,34814400,2026-06-14 06:09:18.130657+00:00
2019-03-18,4550.0,4675.0,4537.5,4675.0,3337.357421875,38275600,2026-06-14 06:09:18.130657+00:00
2019-03-19,4662.5,4725.0,4650.0,4675.0,3337.357421875,39436000,2026-06-14 06:09:18.130657+00:00
2019-03-20,4687.5,4687.5,4625.0,4650.0,3319.510009765625,23188800,2026-06-14 06:09:18.130657+00:00
2019-03-21,4725.0,4775.0,4712.5,4762.5,3399.8212890625,38604000,2026-06-14 06:09:18.130657+00:00
2019-03-22,4775.0,4825.0,4762.5,4800.0,3426.591552734375,33572000,2026-06-14 06:09:18.130657+00:00
2019-03-25,4650.0,4725.0,4575.0,4600.0,3283.8173828125,26670200,2026-06-14 06:09:18.130657+00:00
2019-03-26,4687.5,4700.0,4662.5,4687.5,3346.2802734375,6754600,2026-06-14 06:09:18.130657+00:00
2019-03-27,4575.0,4687.5,4575.0,4675.0,3337.357421875,7113800,2026-06-14 06:09:18.130657+00:00
2019-03-28,4712.5,4725.0,4675.0,4712.5,3364.127197265625,22824600,2026-06-14 06:09:18.130657+00:00
2019-03-29,4687.5,4725.0,4687.5,4700.0,3355.20361328125,19813600,2026-06-14 06:09:18.130657+00:00
2019-04-01,4712.5,4750.0,4712.5,4725.0,3373.05078125,9954200,2026-06-14 06:09:18.130657+00:00
2019-04-02,4750.0,4762.5,4700.0,4737.5,3381.974365234375,22445400,2026-06-14 06:09:18.130657+00:00
2019-04-03,4737.5,4737.5,4737.5,4737.5,3381.974365234375,0,2026-06-14 06:09:18.130657+00:00
2019-04-04,4762.5,4862.5,4762.5,4850.0,3462.284912109375,48871200,2026-06-14 06:09:18.130657+00:00
2019-04-05,4875.0,4925.0,4825.0,4862.5,3471.208251953125,11966400,2026-06-14 06:09:18.130657+00:00
2019-04-08,4800.0,4825.0,4712.5,4737.5,3381.974365234375,17860200,2026-06-14 06:09:18.130657+00:00
2019-04-09,4825.0,4850.0,4775.0,4837.5,3453.361572265625,14496600,2026-06-14 06:09:18.130657+00:00
2019-04-10,4837.5,4875.0,4800.0,4850.0,3462.284912109375,17295200,2026-06-14 06:09:18.130657+00:00
2019-04-11,4900.0,4900.0,4750.0,4812.5,3435.51416015625,31259200,2026-06-14 06:09:18.130657+00:00
2019-04-12,4775.0,4837.5,4750.0,4837.5,3453.361572265625,19171400,2026-06-14 06:09:18.130657+00:00
2019-04-15,4825.0,4850.0,4812.5,4825.0,3444.437744140625,22821200,2026-06-14 06:09:18.130657+00:00
2019-04-16,4825.0,4875.0,4825.0,4850.0,3462.284912109375,43281000,2026-06-14 06:09:18.130657+00:00
2019-04-17,4850.0,4850.0,4850.0,4850.0,3462.284912109375,0,2026-06-14 06:09:18.130657+00:00
2019-04-18,4962.5,5125.0,4875.0,4925.0,3515.825439453125,90501000,2026-06-14 06:09:18.130657+00:00
2019-04-19,4925.0,4925.0,4925.0,4925.0,3515.825439453125,0,2026-06-14 06:09:18.130657+00:00
2019-04-22,4912.5,4912.5,4812.5,4837.5,3453.361572265625,38719000,2026-06-14 06:09:18.130657+00:00
2019-04-23,4800.0,4912.5,4800.0,4900.0,3497.978515625,25165200,2026-06-14 06:09:18.130657+00:00
2019-04-24,4950.0,4962.5,4887.5,4900.0,3497.978515625,22612800,2026-06-14 06:09:18.130657+00:00
2019-04-25,4850.0,4862.5,4775.0,4800.0,3426.591552734375,61278200,2026-06-14 06:09:18.130657+00:00
2019-04-26,4812.5,4825.0,4750.0,4825.0,3444.437744140625,62720800,2026-06-14 06:09:18.130657+00:00
2019-04-29,4862.5,4862.5,4775.0,4812.5,3435.51416015625,26364400,2026-06-14 06:09:18.130657+00:00
2019-04-30,4812.5,4850.0,4762.5,4800.0,3426.591552734375,46762800,2026-06-14 06:09:18.130657+00:00
2019-05-01,4800.0,4800.0,4800.0,4800.0,3426.591552734375,0,2026-06-14 06:09:18.130657+00:00
2019-05-02,4762.5,4787.5,4650.0,4712.5,3364.127197265625,60074200,2026-06-14 06:09:18.130657+00:00
2019-05-03,4700.0,4700.0,4587.5,4625.0,3301.663330078125,59192200,2026-06-14 06:09:18.130657+00:00
2019-05-06,4550.0,4562.5,4375.0,4437.5,3167.812744140625,55552200,2026-06-14 06:09:18.130657+00:00
2019-05-07,4437.5,4525.0,4375.0,4475.0,3194.58251953125,61910000,2026-06-14 06:09:18.130657+00:00
2019-05-08,4387.5,4425.0,4350.0,4375.0,3123.1953125,41682400,2026-06-14 06:09:18.130657+00:00
2019-05-09,4300.0,4337.5,4275.0,4287.5,3060.731201171875,69829800,2026-06-14 06:09:18.130657+00:00
2019-05-10,4325.0,4412.5,4287.5,4300.0,3069.655029296875,45151200,2026-06-14 06:09:18.130657+00:00
2019-05-13,4300.0,4337.5,4250.0,4250.0,3033.961181640625,20710000,2026-06-14 06:09:18.130657+00:00
2019-05-14,4225.0,4275.0,4125.0,4225.0,3016.114013671875,68445400,2026-06-14 06:09:18.130657+00:00
2019-05-15,4237.5,4237.5,4062.5,4112.5,2935.803955078125,90706000,2026-06-14 06:09:18.130657+00:00
2019-05-16,4100.0,4175.0,4037.5,4087.5,2917.956787109375,36448400,2026-06-14 06:09:18.130657+00:00
2019-05-17,4237.5,4237.5,4025.0,4050.0,2891.1865234375,61447200,2026-06-14 06:09:18.130657+00:00
2019-05-20,4050.0,4225.0,3912.5,4212.5,3007.19091796875,43655000,2026-06-14 06:09:18.130657+00:00
2019-05-21,4225.0,4300.0,4187.5,4300.0,3069.655029296875,78310800,2026-06-14 06:09:18.130657+00:00
2019-05-22,4150.0,4237.5,4137.5,4150.0,3033.5771484375,40857000,2026-06-14 06:09:18.130657+00:00
2019-05-23,4137.5,4300.0,4137.5,4250.0,3106.67529296875,43215600,2026-06-14 06:09:18.130657+00:00
2019-05-24,4237.5,4400.0,4237.5,4325.0,3161.499267578125,48374800,2026-06-14 06:09:18.130657+00:00
2019-05-27,4325.0,4412.5,4325.0,4350.0,3179.77392578125,32246800,2026-06-14 06:09:18.130657+00:00
2019-05-28,4325.0,4325.0,4050.0,4075.0,2978.75341796875,222512000,2026-06-14 06:09:18.130657+00:00
2019-05-29,4075.0,4112.5,4012.5,4075.0,2978.75341796875,78292800,2026-06-14 06:09:18.130657+00:00
2019-05-30,4075.0,4075.0,4075.0,4075.0,2978.75341796875,0,2026-06-14 06:09:18.130657+00:00
2019-05-31,4100.0,4212.5,4100.0,4200.0,3070.1259765625,89160800,2026-06-14 06:09:18.130657+00:00
2019-06-03,4200.0,4200.0,4200.0,4200.0,3070.1259765625,0,2026-06-14 06:09:18.130657+00:00
2019-06-04,4200.0,4200.0,4200.0,4200.0,3070.1259765625,0,2026-06-14 06:09:18.130657+00:00
2019-06-05,4200.0,4200.0,4200.0,4200.0,3070.1259765625,0,2026-06-14 06:09:18.130657+00:00
2019-06-06,4200.0,4200.0,4200.0,4200.0,3070.1259765625,0,2026-06-14 06:09:18.130657+00:00
2019-06-07,4200.0,4200.0,4200.0,4200.0,3070.1259765625,0,2026-06-14 06:09:18.130657+00:00
2019-06-10,4287.5,4362.5,4275.0,4337.5,3170.63623046875,101675200,2026-06-14 06:09:18.130657+00:00
2019-06-11,4300.0,4337.5,4237.5,4287.5,3134.0869140625,44879800,2026-06-14 06:09:18.130657+00:00
2019-06-12,4275.0,4325.0,4262.5,4300.0,3143.224365234375,39229000,2026-06-14 06:09:18.130657+00:00
2019-06-13,4300.0,4337.5,4262.5,4325.0,3161.499267578125,54401400,2026-06-14 06:09:18.130657+00:00
2019-06-14,4300.0,4325.0,4225.0,4250.0,3106.67529296875,40394600,2026-06-14 06:09:18.130657+00:00
2019-06-17,4250.0,4262.5,4212.5,4225.0,3088.400634765625,21955800,2026-06-14 06:09:18.130657+00:00
2019-06-18,4250.0,4375.0,4225.0,4362.5,3188.91064453125,62706200,2026-06-14 06:09:18.130657+00:00
2019-06-19,4412.5,4512.5,4412.5,4450.0,3252.87158203125,79746600,2026-06-14 06:09:18.130657+00:00
2019-06-20,4500.0,4500.0,4362.5,4400.0,3216.322509765625,54402200,2026-06-14 06:09:18.130657+00:00
2019-06-21,4437.5,4450.0,4400.0,4425.0,3234.59716796875,51525600,2026-06-14 06:09:18.130657+00:00
2019-06-24,4450.0,4487.5,4400.0,4437.5,3243.734619140625,32097800,2026-06-14 06:09:18.130657+00:00
2019-06-25,4475.0,4487.5,4450.0,4462.5,3262.0087890625,18337600,2026-06-14 06:09:18.130657+00:00
2019-06-26,4462.5,4475.0,4425.0,4425.0,3234.59716796875,28871200,2026-06-14 06:09:18.130657+00:00
2019-06-27,4475.0,4475.0,4437.5,4450.0,3252.87158203125,18194800,2026-06-14 06:09:18.130657+00:00
2019-06-28,4462.5,4612.5,4450.0,4600.0,3362.518798828125,81840600,2026-06-14 06:09:18.130657+00:00
2019-07-01,4650.0,4725.0,4650.0,4687.5,3426.480224609375,56506600,2026-06-14 06:09:18.130657+00:00
2019-07-02,4675.0,4687.5,4637.5,4675.0,3417.3427734375,33067800,2026-06-14 06:09:18.130657+00:00
2019-07-03,4675.0,4675.0,4625.0,4662.5,3408.20556640625,34549000,2026-06-14 06:09:18.130657+00:00
2019-07-04,4662.5,4700.0,4650.0,4687.5,3426.480224609375,24270400,2026-06-14 06:09:18.130657+00:00
2019-07-05,4637.5,4662.5,4550.0,4600.0,3362.518798828125,40019800,2026-06-14 06:09:18.130657+00:00
2019-07-08,4537.5,4587.5,4475.0,4487.5,3280.28369140625,39037200,2026-06-14 06:09:18.130657+00:00
2019-07-09,4487.5,4587.5,4487.5,4575.0,3344.24462890625,21892000,2026-06-14 06:09:18.130657+00:00
2019-07-10,4562.5,4625.0,4562.5,4575.0,3344.24462890625,34132000,2026-06-14 06:09:18.130657+00:00
2019-07-11,4600.0,4637.5,4575.0,4625.0,3380.793701171875,27475200,2026-06-14 06:09:18.130657+00:00
2019-07-12,4600.0,4625.0,4575.0,4600.0,3362.518798828125,27073600,2026-06-14 06:09:18.130657+00:00
2019-07-15,4625.0,4662.5,4587.5,4587.5,3353.382080078125,39008200,2026-06-14 06:09:18.130657+00:00
2019-07-16,4587.5,4600.0,4525.0,4537.5,3316.832275390625,34469200,2026-06-14 06:09:18.130657+00:00
2019-07-17,4487.5,4537.5,4487.5,4525.0,3307.695556640625,21264800,2026-06-14 06:09:18.130657+00:00
2019-07-18,4525.0,4537.5,4425.0,4437.5,3243.734619140625,39663600,2026-06-14 06:09:18.130657+00:00
2019-07-19,4437.5,4487.5,4425.0,4450.0,3252.87158203125,29465600,2026-06-14 06:09:18.130657+00:00
2019-07-22,4437.5,4475.0,4387.5,4425.0,3234.59716796875,29243600,2026-06-14 06:09:18.130657+00:00
2019-07-23,4450.0,4462.5,4312.5,4312.5,3152.361572265625,82475600,2026-06-14 06:09:18.130657+00:00
2019-07-24,4275.0,4287.5,4212.5,4212.5,3079.263671875,86821600,2026-06-14 06:09:18.130657+00:00
2019-07-25,4212.5,4262.5,4212.5,4250.0,3106.67529296875,64678600,2026-06-14 06:09:18.130657+00:00
2019-07-26,4225.0,4237.5,4200.0,4212.5,3079.263671875,39358000,2026-06-14 06:09:18.130657+00:00
2019-07-29,4200.0,4225.0,4150.0,4175.0,3051.851806640625,40294600,2026-06-14 06:09:18.130657+00:00
2019-07-30,4150.0,4187.5,4112.5,4175.0,3051.851806640625,54556800,2026-06-14 06:09:18.130657+00:00
2019-07-31,4200.0,4250.0,4137.5,4237.5,3097.537841796875,43706400,2026-06-14 06:09:18.130657+00:00
2019-08-01,4225.0,4225.0,4125.0,4125.0,3015.302734375,64720000,2026-06-14 06:09:18.130657+00:00
2019-08-02,4087.5,4087.5,4012.5,4050.0,2960.478515625,78779000,2026-06-14 06:09:18.130657+00:00
2019-08-05,4012.5,4025.0,3950.0,3962.5,2896.517578125,61291400,2026-06-14 06:09:18.130657+00:00
2019-08-06,3900.0,3975.0,3775.0,3912.5,2859.96875,69999200,2026-06-14 06:09:18.130657+00:00
2019-08-07,3950.0,4000.0,3912.5,3937.5,2878.2431640625,56503000,2026-06-14 06:09:18.130657+00:00
2019-08-08,3950.0,4075.0,3937.5,4062.5,2969.615966796875,52673200,2026-06-14 06:09:18.130657+00:00
2019-08-09,4075.0,4087.5,3962.5,3962.5,2896.517578125,41206600,2026-06-14 06:09:18.130657+00:00
2019-08-12,3975.0,4000.0,3900.0,3962.5,2896.517578125,26290000,2026-06-14 06:09:18.130657+00:00
2019-08-13,3937.5,3950.0,3912.5,3950.0,2887.380615234375,36218200,2026-06-14 06:09:18.130657+00:00
2019-08-14,4000.0,4062.5,3975.0,4050.0,2960.478515625,53094000,2026-06-14 06:09:18.130657+00:00
2019-08-15,3950.0,4012.5,3925.0,4012.5,2933.06689453125,34110000,2026-06-14 06:09:18.130657+00:00
2019-08-16,4012.5,4050.0,3950.0,3962.5,2896.517578125,25707800,2026-06-14 06:09:18.130657+00:00
2019-08-19,4000.0,4012.5,3912.5,3937.5,2878.2431640625,21047400,2026-06-14 06:09:18.130657+00:00
2019-08-20,3962.5,3962.5,3862.5,3875.0,2832.556884765625,34351800,2026-06-14 06:09:18.130657+00:00
2019-08-21,3850.0,3887.5,3787.5,3787.5,2768.595947265625,36213000,2026-06-14 06:09:18.130657+00:00
2019-08-22,3812.5,3862.5,3737.5,3800.0,2777.73291015625,62568600,2026-06-14 06:09:18.130657+00:00
2019-08-23,3800.0,3825.0,3725.0,3812.5,2786.87060546875,35492200,2026-06-14 06:09:18.130657+00:00
2019-08-26,3737.5,3762.5,3687.5,3750.0,2741.18408203125,30273800,2026-06-14 06:09:18.130657+00:00
2019-08-27,3725.0,3812.5,3725.0,3787.5,2768.595947265625,46766400,2026-06-14 06:09:18.130657+00:00
2019-08-28,3800.0,3812.5,3762.5,3800.0,2777.73291015625,29902600,2026-06-14 06:09:18.130657+00:00
2019-08-29,3812.5,3812.5,3750.0,3762.5,2750.3212890625,42715800,2026-06-14 06:09:18.130657+00:00
2019-08-30,3787.5,3850.0,3787.5,3850.0,2814.2822265625,36471000,2026-06-14 06:09:18.130657+00:00
2019-09-02,3837.5,3862.5,3812.5,3812.5,2786.87060546875,20164000,2026-06-14 06:09:18.130657+00:00
2019-09-03,3825.0,3837.5,3662.5,3725.0,2722.90966796875,34817800,2026-06-14 06:09:18.130657+00:00
2019-09-04,3750.0,3750.0,3662.5,3712.5,2713.772216796875,49092600,2026-06-14 06:09:18.130657+00:00
2019-09-05,3750.0,3787.5,3725.0,3762.5,2750.3212890625,31491600,2026-06-14 06:09:18.130657+00:00
2019-09-06,3800.0,3825.0,3775.0,3800.0,2777.73291015625,37695400,2026-06-14 06:09:18.130657+00:00
2019-09-09,3800.0,3812.5,3750.0,3775.0,2759.458740234375,25346600,2026-06-14 06:09:18.130657+00:00
2019-09-10,3775.0,3887.5,3775.0,3875.0,2832.556884765625,39409600,2026-06-14 06:09:18.130657+00:00
2019-09-11,3875.0,4000.0,3875.0,4000.0,2923.929443359375,59184000,2026-06-14 06:09:18.130657+00:00
2019-09-12,4050.0,4062.5,3925.0,3937.5,2878.2431640625,48065600,2026-06-14 06:09:18.130657+00:00
2019-09-13,3975.0,3987.5,3912.5,3925.0,2869.106201171875,17730000,2026-06-14 06:09:18.130657+00:00
2019-09-16,3875.0,3900.0,3787.5,3837.5,2805.144775390625,35483200,2026-06-14 06:09:18.130657+00:00
2019-09-17,3787.5,3887.5,3787.5,3875.0,2832.556884765625,28974800,2026-06-14 06:09:18.130657+00:00
2019-09-18,3900.0,3950.0,3887.5,3950.0,2887.380615234375,24518400,2026-06-14 06:09:18.130657+00:00
2019-09-19,3975.0,3975.0,3887.5,3887.5,2841.694091796875,25170600,2026-06-14 06:09:18.130657+00:00
2019-09-20,3862.5,3887.5,3812.5,3825.0,2796.0078125,53056600,2026-06-14 06:09:18.130657+00:00
2019-09-23,3800.0,3825.0,3762.5,3787.5,2768.595947265625,34235800,2026-06-14 06:09:18.130657+00:00
2019-09-24,3787.5,3787.5,3700.0,3725.0,2722.90966796875,38873600,2026-06-14 06:09:18.130657+00:00
2019-09-25,3700.0,3762.5,3675.0,3737.5,2732.046875,26900200,2026-06-14 06:09:18.130657+00:00
2019-09-26,3762.5,3825.0,3750.0,3775.0,2759.458740234375,30615000,2026-06-14 06:09:18.130657+00:00
2019-09-27,3762.5,3775.0,3712.5,3712.5,2713.772216796875,30928400,2026-06-14 06:09:18.130657+00:00
2019-09-30,3687.5,3700.0,3575.0,3675.0,2686.3603515625,80081800,2026-06-14 06:09:18.130657+00:00
2019-10-01,3662.5,3700.0,3625.0,3637.5,2658.948486328125,32188800,2026-06-14 06:09:18.130657+00:00
2019-10-02,3612.5,3650.0,3450.0,3462.5,2531.026611328125,73132000,2026-06-14 06:09:18.130657+00:00
2019-10-03,3425.0,3500.0,3400.0,3450.0,2521.88916015625,42558800,2026-06-14 06:09:18.130657+00:00
2019-10-04,3450.0,3500.0,3425.0,3437.5,2512.751953125,26569200,2026-06-14 06:09:18.130657+00:00
2019-10-07,3462.5,3475.0,3325.0,3337.5,2439.65380859375,43606000,2026-06-14 06:09:18.130657+00:00
2019-10-08,3375.0,3412.5,3350.0,3412.5,2494.477294921875,41912800,2026-06-14 06:09:18.130657+00:00
2019-10-09,3400.0,3400.0,3362.5,3375.0,2467.0654296875,25237400,2026-06-14 06:09:18.130657+00:00
2019-10-10,3375.0,3425.0,3362.5,3375.0,2467.0654296875,23288400,2026-06-14 06:09:18.130657+00:00
2019-10-11,3400.0,3500.0,3400.0,3487.5,2549.30126953125,33226000,2026-06-14 06:09:18.130657+00:00
2019-10-14,3537.5,3537.5,3450.0,3462.5,2531.026611328125,51132400,2026-06-14 06:09:18.130657+00:00
2019-10-15,3475.0,3600.0,3412.5,3575.0,2613.26220703125,68801400,2026-06-14 06:09:18.130657+00:00
2019-10-16,3600.0,3625.0,3525.0,3625.0,2649.811279296875,65482600,2026-06-14 06:09:18.130657+00:00
2019-10-17,3625.0,3700.0,3612.5,3687.5,2695.497802734375,61564000,2026-06-14 06:09:18.130657+00:00
2019-10-18,3675.0,3750.0,3675.0,3737.5,2732.046875,38171800,2026-06-14 06:09:18.130657+00:00
2019-10-21,3737.5,3750.0,3662.5,3687.5,2695.497802734375,37392000,2026-06-14 06:09:18.130657+00:00
2019-10-22,3712.5,3737.5,3600.0,3662.5,2677.22314453125,44307200,2026-06-14 06:09:18.130657+00:00
2019-10-23,3650.0,3775.0,3612.5,3775.0,2759.458740234375,65670400,2026-06-14 06:09:18.130657+00:00
2019-10-24,3800.0,4037.5,3800.0,3950.0,2887.380615234375,149978000,2026-06-14 06:09:18.130657+00:00
2019-10-25,3962.5,3987.5,3862.5,3912.5,2859.96875,58625000,2026-06-14 06:09:18.130657+00:00
2019-10-28,3925.0,3937.5,3862.5,3887.5,2841.694091796875,21229200,2026-06-14 06:09:18.130657+00:00
2019-10-29,3887.5,3912.5,3825.0,3862.5,2823.419677734375,48916600,2026-06-14 06:09:18.130657+00:00
2019-10-30,3875.0,3925.0,3812.5,3875.0,2832.556884765625,46691200,2026-06-14 06:09:18.130657+00:00
2019-10-31,3850.0,3887.5,3800.0,3837.5,2805.144775390625,28738000,2026-06-14 06:09:18.130657+00:00
2019-11-01,3862.5,3862.5,3812.5,3837.5,2805.144775390625,19296200,2026-06-14 06:09:18.130657+00:00
2019-11-04,3837.5,3875.0,3812.5,3812.5,2786.87060546875,33528400,2026-06-14 06:09:18.130657+00:00
2019-11-05,3800.0,3900.0,3787.5,3862.5,2823.419677734375,101298400,2026-06-14 06:09:18.130657+00:00
2019-11-06,3887.5,3887.5,3725.0,3750.0,2741.18408203125,73559600,2026-06-14 06:09:18.130657+00:00
2019-11-07,3750.0,3800.0,3637.5,3800.0,2777.73291015625,47956400,2026-06-14 06:09:18.130657+00:00
2019-11-08,3825.0,3850.0,3750.0,3837.5,2805.144775390625,34375400,2026-06-14 06:09:18.130657+00:00
2019-11-11,3800.0,3825.0,3750.0,3775.0,2759.458740234375,29695800,2026-06-14 06:09:18.130657+00:00
2019-11-12,3750.0,3800.0,3725.0,3800.0,2777.73291015625,43277200,2026-06-14 06:09:18.130657+00:00
2019-11-13,3800.0,3800.0,3675.0,3675.0,2686.3603515625,47613000,2026-06-14 06:09:18.130657+00:00
2019-11-14,3687.5,3712.5,3587.5,3650.0,2668.085693359375,59175600,2026-06-14 06:09:18.130657+00:00
2019-11-15,3675.0,3775.0,3650.0,3725.0,2722.90966796875,34211400,2026-06-14 06:09:18.130657+00:00
2019-11-18,3737.5,3762.5,3675.0,3712.5,2713.772216796875,41639200,2026-06-14 06:09:18.130657+00:00
2019-11-19,3737.5,3800.0,3687.5,3800.0,2777.73291015625,42106200,2026-06-14 06:09:18.130657+00:00
2019-11-20,3800.0,3837.5,3750.0,3825.0,2796.0078125,48311000,2026-06-14 06:09:18.130657+00:00
2019-11-21,3812.5,3862.5,3762.5,3850.0,2814.2822265625,42079800,2026-06-14 06:09:18.130657+00:00
2019-11-22,3850.0,3850.0,3812.5,3825.0,2796.0078125,21247000,2026-06-14 06:09:18.130657+00:00
2019-11-25,3812.5,3825.0,3737.5,3750.0,2741.18408203125,25178600,2026-06-14 06:09:18.130657+00:00
2019-11-26,3762.5,3787.5,3712.5,3750.0,2741.18408203125,73842800,2026-06-14 06:09:18.130657+00:00
2019-11-27,3725.0,3787.5,3712.5,3737.5,2732.046875,24769800,2026-06-14 06:09:18.130657+00:00
